Ragione Sociale;Data contabile;Data valuta;Banca;Rapporto;Importo;Divisa;Descrizione;Categoria/sottocategoria;Hashtag
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;2,6;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 28/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;148,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 27/09/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;66;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 27/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;388,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 26/09/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;338,9;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 26/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;285,93;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 27/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;99,3;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 26/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1423,2;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 28/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;22,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 27/09/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;29/09/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;183;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 28/09/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/09/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-62,01;EUR;INT. E COMP. - COMPETENZE;Operazioni Finanziarie - Interessi negativi;
CERALDI GROUP S.R.L.;30/09/2025;30/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;130,7;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 29/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;30/09/2025;30/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1037,18;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 80T4940000001184586404 Leasys Italia S.p.A. C.so Orbassano;Servizi - Noleggi;
CERALDI GROUP S.R.L.;30/09/2025;30/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;13,6;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 29/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/09/2025;30/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;356;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 29/09/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/09/2025;30/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 80T4940000001184586404;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;30/09/2025;30/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;7,5;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 29/09/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/09/2025;30/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1468,28;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 29/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;30/09/2025;30/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;22;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 29/09/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-25,21;EUR;IMP. BOLLO CC/LR - DA 01/07/2025 A 30/09/2025;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;0,05;EUR;STORNO SCRITTURE - RIMB. COMM. 09/25 NUMIA INTERNAZIONALE PDV: 3757283/00012;Ricavi - Rimborsi diversi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-6,41;EUR;SPESE - COMMISSIONI 09/25 NUMIA PAGOBANCOMAT PDV: 3757283/00011;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-236,42;EUR;SPESE - COMMISSIONI 09/25 NUMIA INTERNAZIONALE PDV: 3757283/00012;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-12,08;EUR;SPESE - COMMISSIONI 09/25 NUMIA PAGOBANCOMAT PDV: 3757283/00012;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-150,61;EUR;SPESE - COMMISSIONI 09/25 NUMIA INTERNAZIONALE PDV: 3757283/00011;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1424;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48392533/90294169 FAVORE Ceraldi Valerio - ADD.TOT - Ceraldi Valerio stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1538;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48392335/90293862 FAVORE Parisi Antonio - ADD.TOT - Parisi stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-649;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48392343/90293877 FAVORE Vespa Vincenzo - ADD.TOT - Vespa stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B48478180 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B48392305 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1070;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48477739/90430509 FAVORE Lesina Angela - ADD.TOT - lesina saldo stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B48392343 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B48471544 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;449,2;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 30/09/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B48469973 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B48393066 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-214,4;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT18156441/00818826 FAVORE Today Service srl NOTPROVIDE - Saldo preventivo 2479;Servizi - Spese per manutenzione;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-832,25;EUR;ADDEBITO DIRETTO SDD - SDD CORE: C063040000000000K26858 ARVAL SERVICE LEASE ITALIA SPA;Altre passività - Leasing;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT18156441 COMM.BON. TELEMATICO SCT/IST;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B48392223 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B48478595 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1541;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48392305/90293817 FAVORE Capezzuto Alessandro - ADD.TOT - capezzuto stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-775;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48478180/90431191 FAVORE Murolo Mario - ADD.TOT - Murolo saldo stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-440;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48392551/90294196 FAVORE Ceraldi Vincenzo - ADD.TOT - Ceraldi Vincenzo stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1135,05;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 30/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B48477739 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-859;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48478595/90431902 FAVORE SANKAPALA ARACHCHILAGE JANANIE AYAC - ADD.TOT - SANKAPALA stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;29/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1438,01;EUR;PRELIEVO ASSEGNO - DM 06230 CRA: 52731817415203 NUM: 0208770351;Fornitori - Generico;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;6000;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1067,86;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48471544/90418927 FAVORE GUARINO GIULIANO - ADD.TOT - Guarino saldo stip a 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B48392335 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1146;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48469973/90416334 FAVORE Russo Carmine - ADD.TOT - Russo saldo stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1100;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48392689/90294403 FAVORE Ceraldi Vincenzo - ADD.TOT - Ceraldi Vincenzo;Altre spese - Generico;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: C063040000000000K26858;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;17,6;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 30/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1412;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48392223/90293694 FAVORE BENEFICIARI VARI DISTINTA - ADD.TOT - Moscato stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B48392533 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B48392689 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1354;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MB0B48393066/90295016 FAVORE Taiano Luigi - ADD.TOT - Taiano stip 9-2025;Risorse Umane - Salari e stipendi;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-0,75;EUR;COMM.SU BONIFICI - NS RIF. MB0B48392551 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;5,5;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 30/09/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;01/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;72,1;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 30/09/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;02/10/2025;02/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;413;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 01/10/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;02/10/2025;02/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;79;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 01/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;02/10/2025;02/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1676;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 01/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;03/10/2025;01/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-255,36;EUR;PRELIEVO ASSEGNO - DM 05387 CRA: 25100200234604 NUM: 0208770353;Fornitori - Generico;
CERALDI GROUP S.R.L.;03/10/2025;03/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-8,7;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 7043090000007175816701 AMERICAN EXPRESS PAYMENTS EUSL;Altre passività - Addebito carta di credito;
CERALDI GROUP S.R.L.;03/10/2025;03/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;9,9;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 02/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;03/10/2025;03/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;91;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 02/10/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;03/10/2025;03/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1413,1;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 02/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;03/10/2025;30/09/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-285,88;EUR;PRELIEVO ASSEGNO - DM 01030 CRA: 25100200523305 NUM: 0208770362;Fornitori - Generico;
CERALDI GROUP S.R.L.;03/10/2025;03/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-5,54;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 7043090000009009507195 AMERICAN EXPRESS PAYMENTS EUSL;Altre passività - Addebito carta di credito;
CERALDI GROUP S.R.L.;03/10/2025;03/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 7043090000007175816701;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;03/10/2025;03/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 7043090000009009507195;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;03/10/2025;03/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;347;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 02/10/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;03/10/2025;03/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;89,9;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 02/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1727,6;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 05/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;380,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 04/10/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1484,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 03/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;23;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 03/10/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;5000;EUR;VERS. CONTANTI - VVVVV;Ricavi - Deposito contanti;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;446,5;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 03/10/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;16;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 04/10/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;349,5;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 04/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-112,83;EUR;ADDEBITO DIRETTO SDD - SDD CORE: 49RJ2252ASLM4 PayPal Europe S.a.r.l. et Cie S.C.A;Utenze - Acqua, luce e gas;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;31,3;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 04/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-373,21;EUR;VOSTRA DISPOSIZIONE - VS.DISP. RIF. MBVT20917650/00806286 FAVORE Distilleria F.lli Caffo srl NOTPROVIDE - s/ord nr 1507-619-051298 del 23/09/2025;Fornitori - Generico;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;13,2;EUR;INC.POS CARTE CREDIT - NUMIA-AMEX DEL 03/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;266;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 05/10/25 PDV 3757283/00011 CERALDI CAFFE NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - RIF.MBVT20917650 COMM.BON. TELEMATICO SCT/IST;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;284,6;EUR;INCAS. TRAMITE P.O.S - NUMIA-PGBNT DEL 05/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1;EUR;COMMISSIONI - Comm.sdd: 49RJ2252ASLM4;Operazioni Finanziarie - Commissioni;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1736,36;EUR;I24 AGENZIA ENTRATE - PAG.TO TELEMATICO - DATA INCASSO 06/10/2025 2025-10-03-22.30.17.933027000271;Tasse - Imposte e contributi;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;1779,7;EUR;INC.POS CARTE CREDIT - NUMIA-INTER DEL 04/10/25 PDV 3757283/00012 CERALDI CAFFE' NA;Ricavi - Incasso tramite POS-Carte di credito;
CERALDI GROUP S.R.L.;06/10/2025;06/10/2025;05034 - BANCO BPM S.P.A.;5462 - 03406 - 178800005462;-1,1;EUR;COMM.SU BONIFICI - NS RIF. MB0B50555784 SPESE E COMM.;Operazioni Finanziarie - Commissioni;
